        "Cancer Sites"	"Cancer Sites Code"	"Year"	"Year Code"	"Age Groups"	"Age Groups Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	Count
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	41
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	211
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	25
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	310
	"Brain"	"31010"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	24
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	168
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	26
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	186
	"Brain"	"31010"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	21
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	21
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	207
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	32
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	258
	"Brain"	"31010"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	19
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	16
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	25
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	21
	"Cranial Nerves Other Nervous System"	"31040"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	19
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	16
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	22
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2011"	"2011"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	19
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	29
	"Cranial Nerves Other Nervous System"	"31040"	"2012"	"2012"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	17
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	27
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2013"	"2013"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	23
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	19
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	23
	"Cranial Nerves Other Nervous System"	"31040"	"2014"	"2014"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	16
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	0
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	21
	"Cranial Nerves Other Nervous System"	"31040"	"2015"	"2015"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	56
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	62
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	872
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	210
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	112
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	131
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1584
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	43
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	22
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Black or African American"	"2054-5"	22
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	300
	"Endocrine System"	"32010-32020"	"2010"	"2010"	"25-29 years"	"25-29"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	60
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Black or African American"	"2054-5"	69
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	974
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	23
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	Suppressed
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	19
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	16
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	223
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"20-24 years"	"20-24"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	Suppressed
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	20
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	142
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Black or African American"	"2054-5"	132
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	1574
	"Endocrine System"	"32010-32020"	"2011"	"2011"	"25-29 years"	"25-29"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	52
